transaction_id,card_number,transaction_amount,transaction_date,store_id
517,7654456272726855,47173,2023-09-10 14:59:38,8
518,6347680647266699,37511,2023-04-05 11:59:36,68
519,2553145901789307,1518,2023-09-21 06:30:44,87
520,0375315066396365,21399,2023-11-27 16:49:24,64
521,0198616535555255,16259,2023-03-10 22:19:33,47
522,3600129592008292,21773,2023-02-05 12:40:49,84
523,6446553144313682,40683,2023-09-30 18:59:57,8
524,1163802621658370,2334,2023-07-23 08:48:06,29
525,2568956360939070,26918,2023-04-03 17:05:48,64
526,3797156820699292,18241,2023-02-25 03:36:12,37
527,1029832562847314,5827,2023-01-22 20:24:38,3
528,1632379645244653,16824,2023-05-30 10:47:57,12
529,8996972698812925,7026,2023-06-09 21:18:05,31
530,5308378065083183,49063,2023-09-17 02:16:33,74
531,6126191827264832,15156,2023-04-20 03:05:50,22
532,1868522144274389,27121,2023-05-11 01:48:08,99
533,2719089577403827,23260,2023-02-16 05:42:13,7
534,0190443294316756,10173,2023-04-20 07:45:19,16
535,9780555794981014,7261,2023-05-25 16:04:14,50
536,8640520837946039,25405,2023-08-21 13:17:37,23
537,4930239062278085,32577,2023-11-26 07:58:08,4
538,5308378065083183,46614,2023-09-05 21:09:01,25
539,5003392871484765,21725,2023-05-30 22:27:45,88
540,6977965831488354,42942,2023-02-08 09:05:22,31
541,4006528222239507,25329,2023-06-04 14:30:44,65
542,6446553144313682,19499,2023-12-10 07:48:10,35
543,5334448647530481,25653,2023-09-14 04:12:11,67
544,9483513322487474,42731,2023-02-08 04:15:21,45
545,9703414892671738,47310,2023-07-04 10:59:32,34
546,8750394678410156,13737,2023-04-14 15:27:05,76
547,6806850509789630,28357,2023-02-01 01:53:44,87
548,9672623057715492,22807,2023-03-04 00:13:21,12
549,9489241157815659,41150,2023-12-01 10:55:18,62
550,8548221214038568,48658,2023-02-23 10:46:46,4
551,1545938805880270,4886,2023-06-03 08:59:18,84
552,5911534757788115,44244,2023-04-27 11:55:26,15
553,1983358620105369,16622,2023-10-15 10:36:38,56
554,0407522758688091,16658,2023-05-12 22:01:43,98
555,7706777111312637,46075,2023-05-27 20:04:59,92
556,6462298713959404,24800,2023-10-22 05:47:58,27
557,5239787627420545,24603,2023-06-21 22:50:07,27
558,2019550131870505,30066,2023-05-13 04:11:32,9
559,9551635942382928,24763,2023-09-22 07:31:17,96
560,3827490778286199,8078,2023-03-08 09:29:06,65
561,6617972257629481,34102,2023-10-17 20:49:29,15
562,1922935511672598,13869,2023-02-27 02:06:59,23
563,2057189649823071,48791,2023-06-01 11:45:42,41
564,0808389502181326,48456,2023-12-12 23:12:27,21
565,3320074480679202,373,2023-03-02 05:22:19,90
566,9993542725332967,19732,2023-07-28 16:18:28,56
567,9142822153007719,3114,2023-09-14 15:06:05,25
568,8800569759316619,4929,2023-01-01 05:33:23,64
569,0808389502181326,11848,2023-11-29 16:19:25,95
570,3970379583000237,30208,2023-05-12 17:06:42,89
571,4401287421139833,30367,2022-12-25 19:38:05,2
572,2217724420255318,7435,2023-03-13 18:45:37,34
573,0300680219931730,38488,2023-08-15 19:04:33,50
574,1642585826843656,5917,2023-01-14 18:30:38,13
575,8514296354603053,26570,2023-11-16 03:50:43,96
576,7494409541090702,47371,2023-02-23 10:08:26,27
577,0105249874867531,1073,2023-05-03 02:32:31,15
578,1015348184118940,34709,2023-01-04 00:38:22,29
579,1983358620105369,2021,2023-09-27 12:13:44,50
580,2039637068814705,2583,2023-08-17 16:43:37,18
581,5334448647530481,9115,2023-09-02 00:08:18,89
582,2648629645137580,29324,2023-02-18 05:24:40,48
583,6182336670636094,40862,2023-03-13 09:45:54,22
584,3858915651829799,46465,2023-08-07 02:19:50,88
585,7396574727455966,5428,2023-04-07 10:36:14,84
586,8909996474983423,27399,2023-08-07 18:25:35,42
587,6734157659001997,19154,2023-01-15 12:53:47,84
588,1809859193001419,37325,2023-09-12 15:48:53,71
589,4210450461665332,7626,2023-11-15 07:39:29,88
590,3668539410259971,12562,2023-06-29 18:44:29,52
591,3646006814007685,9379,2023-09-30 17:51:50,77
592,3626432055904372,5147,2023-04-02 08:28:24,96
593,3668539410259971,14704,2023-10-08 11:42:14,38
594,3811819102479824,48908,2023-11-18 15:56:45,56
595,6680782823921974,26960,2023-11-20 19:09:21,7
596,2155427633116279,41208,2023-04-29 00:18:38,8
597,2217724420255318,25769,2023-05-21 16:16:37,36
598,4773498674739861,1806,2023-06-08 21:03:44,52
599,9191558754080351,509,2023-01-02 20:12:25,15
600,8520026505589968,1428,2023-08-15 06:59:34,37
601,9361534926351108,1357,2023-09-09 12:08:36,50
602,4907243504963039,40756,2023-07-01 08:04:36,72
603,4210450461665332,9482,2023-08-28 09:34:03,63
604,6627285232756676,6057,2023-08-21 18:01:18,74
605,5082492694711801,26863,2023-07-13 09:33:07,27
606,3518323639752458,15580,2023-12-08 23:26:22,1
607,2358332456029061,6309,2023-09-24 02:42:31,85
608,4411139905599708,14378,2023-12-10 15:40:20,100
609,7654456272726855,13850,2023-05-29 02:58:28,57
610,4311930464189002,24454,2023-07-26 12:23:26,69
611,4283975292964312,46249,2023-06-07 10:39:03,45
612,3797156820699292,43794,2023-06-21 06:27:50,92
613,6196711726268056,786,2023-03-21 19:54:44,56
614,6821808316585898,24941,2023-09-12 08:17:38,76
615,7391812240512989,27376,2023-06-15 14:51:07,42
616,0035517042733511,10075,2023-03-06 13:18:21,1
617,5557298141140292,13815,2023-04-22 20:19:40,52
618,0684240415604324,8640,2023-03-26 03:33:24,96
619,7143856238892763,32221,2022-12-29 07:06:34,99
620,7372984092555484,43601,2022-12-29 21:45:46,83
621,8800569759316619,35571,2023-01-02 07:16:55,6
622,2792941452750511,21368,2023-02-14 03:23:31,25
623,3654098978851540,1225,2023-04-27 17:50:34,54
624,6126191827264832,11753,2022-12-14 09:33:47,15
625,1632305611989052,15913,2023-04-04 10:40:18,96
626,2943126239058724,25987,2023-08-24 03:01:15,87
627,4930239062278085,20848,2022-12-15 15:54:24,24
628,2881820286937640,38583,2023-02-05 10:08:15,32
629,0198616535555255,24692,2023-01-06 15:05:05,14
630,4400090292719208,38844,2023-10-14 09:49:57,72
631,4846907174785791,39182,2023-05-28 00:19:05,32
632,4584467116323458,49474,2023-09-03 04:12:24,39
633,8583989471965934,12102,2023-03-09 04:11:29,76
634,2078264973079929,23827,2023-08-06 06:21:58,42
635,0174632702029015,22148,2023-05-15 21:13:57,76
636,3646006814007685,48540,2023-07-17 12:13:44,57
637,5257803429546048,22956,2023-12-05 17:26:41,11
638,3518323639752458,24046,2023-03-08 17:04:00,87
639,1015348184118940,13205,2023-06-07 02:16:44,5
640,8963736118618720,33891,2023-02-25 18:55:32,89
641,0361067931402790,6273,2023-04-23 17:51:14,48
642,1629951337918387,16573,2023-08-06 03:23:31,73
643,3675727514939284,1671,2023-01-21 15:19:01,11
644,5196102098453635,8971,2023-08-05 09:05:00,57
645,5196102098453635,19425,2023-11-20 18:02:31,10
646,3600129592008292,5160,2023-01-15 03:29:27,77
647,7493186428212918,38576,2023-10-17 13:25:51,16
648,2696116116207660,34971,2023-04-15 19:01:34,32
649,6630920665660479,3766,2023-04-17 07:21:57,17
650,8800569759316619,22147,2023-07-09 00:24:37,89
651,0808389502181326,6400,2023-06-07 21:17:42,10
652,6858300496233969,9306,2023-11-24 21:14:37,97
653,6462298713959404,11569,2023-04-18 04:00:23,99
654,4344152706704896,8879,2023-03-22 02:52:51,34
655,3106769050074327,31186,2022-12-24 02:09:23,84
656,9993542725332967,18298,2023-07-03 14:45:07,32
657,7284017274822913,35360,2022-12-30 02:50:42,98
658,9489241157815659,19406,2023-02-24 17:36:22,28
659,3750469882598634,12906,2023-05-05 02:01:16,49
660,1735645127582176,21561,2023-01-13 00:11:04,33
661,3969477515917953,39108,2023-03-04 06:58:56,19
662,0367465641293300,15202,2023-11-15 17:57:04,39
663,8109505254776037,9302,2023-07-04 14:16:48,32
664,4756805668289204,10044,2023-04-26 04:02:50,72
665,9838168644759221,7134,2023-02-23 19:43:59,64
666,2185515334866602,40354,2023-11-03 01:33:58,11
667,8965121827209043,15384,2023-03-01 04:41:56,86
668,2791047438825422,19376,2023-03-20 11:31:18,21
669,4611877551717604,18170,2023-08-31 03:10:07,2
670,3523376960696027,5267,2023-09-22 00:27:52,40
671,7446670285332342,43492,2023-09-24 13:45:48,41
672,4106167722012169,27564,2023-04-08 21:58:05,18
673,0537993781735955,43690,2023-04-13 03:39:49,79
674,2749114300517447,34709,2023-07-01 15:18:43,83
675,1845357492208855,39028,2023-11-11 21:10:42,54
676,3997941261322445,23549,2023-05-11 06:51:01,39
677,1015519413491167,31294,2023-03-21 18:51:31,14
678,5656403746622732,45573,2023-06-18 02:48:16,55
679,4088601641953843,28753,2023-04-25 11:12:22,14
680,5739592532482891,29289,2023-11-16 12:51:08,34
681,7710864081155170,25702,2023-09-15 14:14:53,78
682,6547604848708984,37335,2023-03-16 02:03:27,53
683,8466122099813998,9138,2022-12-30 04:14:48,21
684,4159484771945165,6193,2023-04-10 15:50:57,30
685,2881820286937640,24122,2023-12-10 16:40:14,39
686,2155427633116279,19533,2023-07-15 06:13:05,59
687,1868522144274389,33002,2023-01-09 23:41:10,77
688,2961113306016884,22514,2022-12-16 11:16:43,36
689,6878681326852122,28282,2023-06-09 21:38:18,91
690,2474693732770638,32848,2023-06-23 05:59:07,76
691,1634579230225841,18584,2023-09-20 07:15:22,55
692,0869141314562087,12775,2023-06-01 01:45:24,93
693,8548221214038568,5258,2022-12-31 07:53:18,31
694,0521693036009628,42464,2023-12-04 01:53:23,65
695,9061566532566843,14834,2023-10-23 01:54:04,3
696,9142822153007719,5608,2023-05-21 22:41:17,76
697,8041200468941579,14765,2023-06-22 13:58:01,11
698,3062686368871218,43668,2023-06-09 17:43:46,13
699,6349505060980006,25101,2023-06-01 19:33:33,86
700,1163802621658370,24808,2023-01-27 18:26:30,16
701,1488292717362108,5789,2023-01-15 03:26:46,2
702,7396574727455966,10783,2023-01-13 12:52:13,46
703,6948090668533211,15568,2023-03-16 13:04:42,28
704,5911534757788115,23176,2023-01-20 05:41:02,25
705,0181466457034565,9985,2023-10-29 18:47:53,19
706,1632305611989052,32686,2023-10-06 03:52:49,28
707,1735645127582176,12184,2023-02-10 14:55:45,20
708,8963736118618720,18038,2023-05-22 16:19:44,88
709,4135256012309891,10284,2023-11-21 07:17:01,34
710,0198616535555255,41556,2023-12-04 21:19:59,10
711,3675727514939284,28794,2023-03-05 19:06:07,66
712,5239787627420545,15960,2023-06-02 00:30:36,55
713,9638751397491001,15791,2023-08-07 20:45:21,58
714,0003511447016344,35379,2023-01-11 20:28:38,8
715,6806850509789630,24239,2023-10-26 13:50:34,14
716,4106167722012169,18276,2023-05-27 16:46:40,73
717,6349505060980006,4449,2023-07-17 23:48:42,83
718,2457836299252052,23034,2023-10-02 00:57:20,25
719,9838168644759221,12214,2023-11-22 05:12:03,9
720,2066503008913193,28553,2023-10-30 23:26:38,16
721,8620479151173800,38947,2023-05-15 02:11:10,42
722,1845357492208855,44945,2022-12-28 04:14:02,21
723,3898969647905530,19783,2023-02-20 22:48:02,68
724,4088601641953843,35779,2023-03-19 21:05:06,18
725,1749486231982730,27185,2023-06-21 04:42:22,81
726,6882223230827594,45644,2023-03-08 08:28:08,19
727,2961113306016884,22265,2023-01-31 15:17:34,40
728,4318769451123782,13218,2023-11-04 07:05:43,32
729,0521693036009628,28805,2023-11-16 04:37:17,1
730,1591839000471807,16641,2023-03-31 05:52:51,69
731,1059204949385833,8056,2023-12-10 19:15:23,80
732,9938848322511466,961,2023-04-28 15:17:33,27
733,6463522195206967,46333,2023-04-16 00:18:34,74
734,6771495444698078,1701,2023-05-30 18:29:11,17
735,5811600356356915,49315,2023-01-23 13:25:18,52
736,3192544758675484,33423,2023-07-17 05:34:11,59
737,2203190391103323,21012,2023-11-27 06:34:06,94
738,4210450461665332,34344,2023-04-02 18:33:23,86
739,5883353970697085,44597,2023-08-06 19:49:33,57
740,7391812240512989,5910,2023-07-11 00:38:26,35
741,2696116116207660,28187,2023-10-15 07:48:51,82
742,6279061965387079,47205,2023-03-01 00:37:48,83
743,6266237582571734,5577,2023-09-15 01:05:00,45
744,2039637068814705,5632,2023-04-07 02:20:47,50
745,8548221214038568,25849,2023-10-10 19:56:33,92
746,2792941452750511,12457,2023-06-02 11:10:17,44
747,1205021811012694,32417,2023-06-30 12:36:27,6
748,2998344229322347,33006,2023-08-04 17:22:54,18
749,5739592532482891,19379,2023-06-10 08:19:25,74
750,1882159214643213,45643,2023-07-09 02:52:11,2
751,9904560071542738,3791,2023-08-16 06:04:44,22
752,4907243504963039,18100,2023-03-24 06:02:02,42
753,6527369039766226,39598,2023-03-28 17:45:52,33
754,6527369039766226,47133,2023-03-12 21:52:09,30
755,6279061965387079,21856,2022-12-19 07:47:07,62
756,1399880320974499,41761,2023-01-28 00:05:44,42
757,1663763637691448,2089,2023-08-08 16:28:08,97
758,8493363482829888,9794,2023-10-13 04:08:22,97
759,5464780347103914,14739,2023-09-15 08:54:02,94
760,3827490778286199,33734,2023-01-20 07:16:18,100
761,2676493808627920,43427,2023-02-17 21:58:34,52
762,9083953248826914,8159,2023-09-23 12:25:59,54
763,3671970822685252,30214,2023-05-22 22:21:31,57
764,6771495444698078,43752,2023-03-19 12:11:19,53
765,6697284576377857,624,2023-03-07 13:57:36,28
766,5003392871484765,468,2023-04-02 09:42:46,30
767,8198039964112128,45133,2023-11-19 13:40:21,82
768,6806850509789630,8755,2023-09-24 18:14:40,24
769,8546925067741353,11350,2023-08-26 01:33:40,26
770,1655450342282731,47629,2022-12-15 09:28:04,80
771,9761243395200031,34798,2023-09-27 00:39:35,6
772,0997340956180260,1230,2023-07-08 20:53:46,5
773,9217075462082263,46100,2023-07-01 00:14:09,18
774,5196102098453635,18394,2023-05-28 05:12:42,35
775,5695157012244232,39255,2023-11-11 12:48:11,53
776,8786742385249271,5154,2023-01-01 05:20:35,11
777,2076984564280715,19788,2023-01-29 04:39:03,28
778,2826605459039055,34610,2023-05-11 07:03:47,86
779,0869141314562087,43862,2023-08-20 11:07:16,42
780,7284017274822913,34722,2023-03-28 17:11:32,9
781,5308378065083183,21265,2023-01-27 19:33:59,30
782,6196711726268056,35444,2023-09-25 05:25:43,10
783,1488292717362108,31838,2023-07-20 04:31:37,62
784,4983269757920966,37713,2023-05-01 06:41:01,92
785,4846907174785791,37218,2023-03-12 01:07:44,57
786,8520026505589968,37934,2023-08-31 23:48:24,60
787,9541039098527419,38115,2023-09-17 04:10:22,14
788,5242571554526332,36013,2023-09-12 02:23:42,7
789,6630920665660479,42509,2023-07-13 04:28:49,5
790,9451744666022345,27979,2023-08-26 10:46:00,78
791,3646006814007685,31559,2023-04-01 11:26:15,27
792,8423759459924661,21234,2023-03-08 22:31:11,1
793,1078889986659535,44847,2023-09-26 05:32:02,76
794,5645641741725325,32502,2023-10-31 22:23:11,75
795,0035517042733511,6034,2023-11-28 00:40:46,74
796,5334448647530481,18289,2023-03-16 03:40:49,80
797,6771495444698078,8547,2023-01-07 01:18:36,91
798,6441588100902166,12592,2023-07-02 02:59:18,89
799,2066503008913193,49244,2023-04-11 07:43:45,95
800,6617972257629481,28457,2023-08-31 21:36:14,71
801,9536881817187727,45713,2023-04-19 00:11:39,48
802,3413413239654238,3798,2023-03-13 14:47:20,86
803,2082965708693058,26170,2023-05-06 19:53:49,59
804,2217724420255318,6724,2023-08-13 23:36:12,50
805,1034318338464779,19810,2023-06-17 09:53:15,8
806,5464780347103914,15127,2023-04-03 06:54:31,19
807,9522711290320866,37974,2023-07-26 22:38:45,85
808,2906220058000199,21198,2023-02-17 10:50:57,98
809,9536881817187727,33494,2023-02-04 05:03:58,8
810,3463798852609693,26389,2023-10-23 08:51:21,53
811,2787890075470638,15653,2022-12-18 21:54:31,10
812,5039317218869431,43419,2023-07-15 16:55:39,21
813,1842560808614384,48583,2023-06-26 22:59:24,70
814,8456708869774735,46742,2023-04-19 05:33:24,70
815,1461795956110289,6537,2023-05-04 10:01:07,62
816,1267454932877471,23888,2023-07-28 06:03:41,61
817,9061566532566843,1432,2023-08-16 10:21:33,21
818,2965966436696837,34563,2022-12-22 17:08:09,23
819,8072018021054310,13659,2023-10-24 05:47:53,90
820,2457836299252052,8794,2023-02-01 07:29:11,55
821,0655803917156938,33181,2023-11-18 10:11:46,8
822,8965121827209043,30678,2023-05-15 12:31:49,22
823,1642585826843656,31910,2023-02-11 04:25:14,10
824,6547604848708984,25361,2023-02-19 13:01:04,74
825,6860237324556184,14770,2023-06-29 03:25:01,53
826,6390498079069920,32429,2023-01-11 14:04:23,39
827,9061566532566843,19914,2023-02-03 13:09:14,68
828,3452405980250700,4741,2023-10-06 00:08:42,93
829,8072018021054310,27914,2023-03-03 02:12:31,89
830,9638751397491001,24988,2023-10-12 09:02:04,25
831,7493186428212918,23076,2023-12-03 06:59:46,10
832,0869141314562087,17223,2023-10-09 19:07:45,89
833,3858915651829799,14983,2023-06-23 19:22:39,41
834,9101448518321644,9621,2023-07-22 01:33:22,86
835,9536881817187727,33145,2023-10-06 20:46:28,53
836,9163489676993002,18588,2023-09-09 01:49:54,1
837,7657829147912483,4916,2023-03-05 19:01:18,99
838,1029832562847314,27996,2023-03-14 06:45:09,77
839,4151150552035192,25015,2023-09-23 09:24:33,68
840,2474693732770638,35969,2023-02-02 04:58:39,6
841,7636058679969499,47529,2023-10-25 20:44:33,79
842,4151150552035192,49841,2023-03-13 15:35:39,15
843,9261001575175947,4307,2023-10-04 00:51:04,89
844,9142822153007719,47239,2023-05-11 06:14:35,79
845,4750861640500519,48463,2023-04-29 03:57:29,74
846,3277283664354726,2638,2023-08-06 05:04:20,52
847,2943126239058724,38565,2023-07-30 10:13:49,91
848,6821808316585898,43202,2023-02-02 08:49:07,1
849,1868522144274389,35252,2023-08-14 04:03:19,39
850,8750394678410156,30981,2023-06-24 11:29:20,92
851,9451744666022345,16542,2023-11-27 17:36:21,1
852,9118494576959785,18641,2023-12-04 08:35:01,32
853,1663763637691448,43218,2023-01-23 20:12:43,39
854,9536881817187727,36737,2023-08-09 03:08:31,13
855,8909996474983423,12569,2023-11-01 18:16:33,82
856,1231267835006316,29420,2022-12-22 23:55:19,54
857,7465982112641894,7769,2023-07-05 08:11:05,1
858,3374495857980323,8646,2023-08-01 09:44:35,22
859,3739060312502394,12173,2023-05-01 03:58:32,50
860,1897296324075758,36063,2023-06-20 21:06:58,85
861,6279061965387079,28923,2023-06-07 19:58:35,62
862,6279061965387079,15357,2023-04-11 18:44:07,9
863,9569286635643343,8887,2022-12-17 19:13:15,99
864,4210450461665332,40421,2023-03-08 08:41:03,100
865,9451744666022345,27931,2023-07-16 15:17:39,36
866,0808389502181326,19214,2023-08-23 09:38:44,68
867,8800569759316619,17809,2023-02-14 05:04:00,71
868,5306645383999073,44483,2023-08-26 13:00:41,61
869,0684240415604324,46656,2023-11-19 07:03:20,33
870,1897296324075758,22150,2023-06-23 00:22:40,49
871,9272730808776475,47483,2023-10-23 04:04:54,92
872,2648629645137580,48936,2023-09-25 06:15:01,76
873,9771568477759411,6444,2023-06-17 15:54:11,61
874,4151150552035192,8523,2023-07-12 22:48:26,43
875,3463798852609693,4615,2023-04-13 19:37:00,53
876,7284017274822913,18251,2023-09-12 09:17:37,93
877,1273999164040092,11886,2023-11-07 03:20:23,40
878,1210981996776098,20043,2023-01-12 11:39:40,75
879,6215271250144429,3855,2023-03-23 12:58:48,67
880,5739592532482891,34198,2023-02-04 06:31:23,20
881,1266923810066426,12675,2023-08-04 13:59:23,56
882,0361067931402790,43865,2023-05-17 23:00:09,6
883,9997405871841950,45317,2023-09-12 01:47:19,27
884,3600810422821505,38339,2023-02-25 02:19:11,36
885,5574485291189426,47958,2023-10-28 00:12:51,82
886,2203190391103323,37897,2023-04-14 18:42:14,58
887,8658117477048875,10711,2023-10-13 21:37:01,89
888,8900309547944855,18159,2023-04-05 04:33:11,11
889,2757343157458943,3879,2023-05-11 01:26:58,22
890,1663763637691448,28130,2023-01-04 21:03:00,44
891,9175991326307428,787,2023-03-03 22:20:01,10
892,3271664465951407,42739,2022-12-27 18:19:06,86
893,3463798852609693,46957,2023-04-14 06:55:43,46
894,4106167722012169,1760,2023-09-21 00:33:04,47
895,7284017274822913,4224,2023-09-29 00:39:59,74
896,7946308871326713,23051,2023-03-19 19:58:26,84
897,6630920665660479,22517,2023-04-25 03:58:58,19
898,7826528592113137,7156,2023-11-13 00:50:43,99
899,8342906430092792,46154,2023-06-02 05:41:09,96
900,6806850509789630,40879,2023-08-29 11:41:38,71
901,6780469145886441,29435,2023-09-20 18:22:39,17
902,9761243395200031,48040,2023-08-26 02:56:49,58
903,8546925067741353,31690,2023-08-25 08:52:52,72
904,5003392871484765,48191,2023-03-10 15:09:01,96
905,0375315066396365,42880,2023-03-23 21:49:07,63
906,1756360906143521,27806,2023-04-25 13:21:45,41
907,8423759459924661,32017,2023-08-30 17:04:27,53
908,3271664465951407,39857,2023-02-13 22:29:43,38
909,2094207716710763,20689,2023-04-10 07:20:46,28
910,3478978443019126,12978,2022-12-19 11:40:56,17
911,2057189649823071,38647,2023-04-30 06:56:46,53
912,4611877551717604,41239,2023-07-23 15:43:29,98
913,7494409541090702,32335,2023-07-10 10:04:41,87
914,4283975292964312,48285,2023-01-04 11:45:15,35
915,3898969647905530,41357,2023-09-23 07:06:33,62
916,7706777111312637,228,2023-08-14 17:33:21,99
917,2066503008913193,24467,2023-02-09 14:53:13,83
918,7299869300690281,27696,2023-04-29 03:33:31,88
919,6349505060980006,15308,2022-12-21 10:23:07,50
920,9536881817187727,37972,2023-06-21 14:53:58,90
921,4151150552035192,38617,2023-08-13 17:14:56,13
922,9061566532566843,17911,2023-01-05 17:01:19,76
923,3991615109032173,26061,2022-12-22 10:24:32,38
924,1163802621658370,24659,2023-03-16 16:05:07,52
925,6463522195206967,23763,2022-12-30 08:32:15,49
926,1881838654390541,38311,2022-12-17 17:24:37,92
927,0351056237625425,48535,2023-03-10 13:49:50,72
928,3277283664354726,27975,2023-08-23 20:01:26,43
929,7446670285332342,22020,2023-04-18 18:12:54,13
930,5306645383999073,11782,2023-01-07 17:41:41,57
931,3578683361770730,15733,2023-10-27 17:19:19,25
932,8456708869774735,29457,2023-01-06 03:06:49,90
933,7436151105026905,355,2023-04-25 20:24:59,87
934,4410196373786872,12254,2023-08-27 18:09:04,46
935,1034318338464779,48718,2023-05-26 00:51:36,8
936,8342906430092792,20101,2023-02-03 15:40:13,31
937,8512502205930604,5549,2023-11-24 11:29:24,69
938,4411139905599708,21511,2023-12-05 22:57:32,62
939,0066802156346859,5443,2023-03-06 23:36:08,74
940,7946308871326713,21473,2023-06-05 06:07:26,4
941,4611877551717604,21273,2023-05-30 21:55:50,15
942,9191558754080351,27305,2023-02-06 01:29:52,62
943,1832739540205749,24940,2023-04-30 22:34:44,74
944,3750469882598634,18208,2023-04-13 01:03:05,78
945,3232090778836339,37269,2023-02-19 14:36:30,5
946,7656016922016304,41736,2023-08-21 23:16:25,35
947,6279061965387079,43722,2023-04-19 14:12:38,85
948,7494409541090702,36029,2023-09-21 15:30:00,1
949,4584467116323458,41346,2023-10-13 20:49:14,67
950,5947240617921163,43495,2023-09-29 02:52:28,1
951,6390498079069920,33187,2023-05-20 14:09:49,4
952,8778408016097535,4996,2023-05-10 12:10:35,23
953,9128155450164540,23785,2022-12-16 15:14:16,59
954,5947240617921163,36440,2023-05-20 20:15:25,13
955,2872032390557459,26571,2023-11-23 21:27:43,21
956,1897296324075758,47882,2023-03-25 07:41:35,95
957,4289864291464690,30401,2023-07-08 03:56:46,24
958,9761243395200031,24284,2023-07-07 05:51:59,60
959,0925160759944976,4428,2023-10-21 08:52:12,60
960,7636058679969499,1904,2023-09-24 14:04:57,60
961,5710437483616001,40906,2023-09-05 13:27:36,11
962,0407522758688091,30422,2023-09-12 15:55:02,75
963,9771568477759411,5508,2023-06-10 13:39:31,15
964,1015519413491167,10130,2023-10-03 16:38:39,85
965,2568956360939070,10364,2022-12-29 04:20:59,94
966,6351124323663308,2367,2023-07-20 05:06:01,16
967,9361534926351108,28419,2023-12-05 18:31:30,48
968,1749486231982730,8108,2023-01-29 12:07:20,48
969,9142822153007719,32677,2023-05-20 16:59:20,79
970,9191558754080351,4029,2023-05-13 11:17:55,25
971,0351056237625425,11710,2023-02-17 10:13:37,59
972,2094711220186848,32474,2022-12-14 02:26:17,54
973,9551635942382928,9043,2023-06-25 06:57:13,77
974,4846907174785791,1167,2023-02-04 13:49:14,94
975,7493186428212918,45770,2023-08-11 09:27:20,93
976,8839831861804550,26515,2023-11-15 07:45:01,15
977,0351056237625425,33300,2023-08-26 23:31:05,69
978,3970379583000237,46681,2023-06-30 11:40:02,32
979,1029832562847314,1734,2023-11-04 03:18:05,15
980,9272730808776475,5512,2023-09-23 08:14:14,6
981,8339083875267737,43014,2023-09-10 14:12:33,79
982,8963736118618720,12629,2023-02-08 10:28:28,47
983,1845357492208855,20779,2023-01-12 19:49:02,17
984,2943126239058724,14785,2023-04-20 01:44:53,76
985,2965966436696837,3359,2023-03-15 01:59:45,88
986,8045550652470884,35708,2023-11-04 04:05:23,63
987,0025040216396837,38077,2023-10-30 13:21:06,17
988,1682778505017703,45003,2023-10-27 14:32:29,76
989,8963736118618720,31420,2023-02-19 08:26:27,20
990,5062120843539136,11826,2023-03-18 17:44:20,63
991,8215612068094953,22871,2022-12-21 10:16:27,18
992,9361534926351108,45273,2023-10-22 02:16:00,22
993,3858915651829799,18363,2023-11-25 23:49:20,45
994,8996972698812925,22346,2023-02-16 11:11:23,32
995,7372984092555484,38381,2023-09-27 08:57:24,53
996,6680782823921974,42481,2023-10-14 19:10:20,41
997,4410196373786872,1214,2023-11-03 11:22:45,94
998,2553145901789307,31331,2023-09-04 09:36:56,38
999,2203190391103323,10024,2023-07-18 22:09:31,88
1000,7446670285332342,12894,2023-02-16 06:15:25,3
